U.S. Energy Information Administration,,,,,,,,,,,,,
August 2021 Monthly Energy Review,,,,,,,,,,,,,
,,,,,,,,,,,,,
Note: Information about data precision.,,,,,,,,,,,,,
,,,,,,,,,,,,,
"Release Date: August 26, 2021",,,,,,,,,,,,,
"Next Update: September 27, 2021",,,,,,,,,,,,,
,,,,,,,,,,,,,
Table 1.2 Primary Energy Production by Source,,,,,,,,,,,,,
,,,,,,,,,,,,,
Month,Coal Production,Natural Gas (Dry) Production,Crude Oil Production,Natural Gas Plant Liquids Production,Total Fossil Fuels Production,Nuclear Electric Power Production,Hydroelectric Power Production,Geothermal Energy Production,Solar Energy Production,Wind Energy Production,Biomass Energy Production,Total Renewable Energy Production,Total Primary Energy Production
,(Quadrillion Btu),(Quadrillion Btu),(Quadrillion Btu),(Quadrillion Btu),(Quadrillion Btu),(Quadrillion Btu),(Quadrillion Btu),(Quadrillion Btu),(Quadrillion Btu),(Quadrillion Btu),(Quadrillion Btu),(Quadrillion Btu),(Quadrillion Btu)
1973 January,1.166486,1.908249,1.649833,0.208064,4.932632,0.068103,0.272703,0.001491,Not Available,Not Available,0.129787,0.403981,5.404715
1973 February,1.086072,1.922543,1.525783,0.195184,4.729582,0.064634,0.242199,0.001363,Not Available,Not Available,0.117338,0.3609,5.155115
1973 March,1.196571,1.86843,1.667094,0.214807,4.946902,0.072494,0.26881,0.001412,Not Available,Not Available,0.129938,0.400161,5.419556
1973 April,1.11223,1.777561,1.616791,0.20969,4.716271,0.06407,0.253185,0.001649,Not Available,Not Available,0.125636,0.38047,5.160812
1973 May,1.216978,1.859241,1.665377,0.215398,4.956995,0.062111,0.26077,0.001537,Not Available,Not Available,0.129834,0.392141,5.411246
1973 June,1.103861,1.802065,1.603224,0.206945,4.716096,0.073968,0.249859,0.001763,Not Available,Not Available,0.125611,0.377232,5.167296
1973 July,1.034037,1.841884,1.65724,0.215115,4.748276,0.07589,0.23567,0.001869,Not Available,Not Available,0.129787,0.367325,5.191492
1973 August,1.319832,1.857199,1.648505,0.216461,5.041997,0.084883,0.222077,0.001762,Not Available,Not Available,0.129918,0.353757,5.480638
1973 September,1.142385,1.803086,1.577362,0.208671,4.731504,0.085724,0.179733,0.001492,Not Available,Not Available,0.125782,0.307006,5.124234
1973 October,1.285586,1.836779,1.658452,0.217504,4.998321,0.081971,0.191723,0.00176,Not Available,Not Available,0.12997,0.323453,5.403745
1973 November,1.178337,1.825548,1.594008,0.21261,4.810504,0.088773,0.210285,0.001889,Not Available,Not Available,0.125643,0.337817,5.237093
1973 December,1.149749,1.886808,1.629568,0.214072,4.880197,0.087557,0.274435,0.002435,Not Available,Not Available,0.129824,0.406694,5.374447
1974 January,1.251148,1.895424,1.60631,0.20816,4.961042,0.084855,0.304506,0.002154,Not Available,Not Available,0.130807,0.437467,5.483364
1974 February,1.16539,1.728512,1.484696,0.191245,4.569843,0.090577,0.27995,0.001901,Not Available,Not Available,0.118091,0.399942,5.060362
1974 March,1.195337,1.860608,1.611977,0.213341,4.881263,0.097966,0.290582,0.002165,Not Available,Not Available,0.130727,0.423474,5.402702
1974 April,1.268152,1.747968,1.55799,0.201046,4.775157,0.079566,0.293702,0.002039,Not Available,Not Available,0.126583,0.422323,5.277046
1974 May,1.343967,1.813504,1.602122,0.207002,4.966595,0.073242,0.294828,0.00204,Not Available,Not Available,0.130789,0.427657,5.467495
1974 June,1.120607,1.709056,1.527761,0.199631,4.557055,0.079015,0.280695,0.001975,Not Available,Not Available,0.126611,0.409281,5.045352
1974 July,1.149793,1.784832,1.578667,0.202951,4.716243,0.113953,0.276772,0.002191,Not Available,Not Available,0.130756,0.409719,5.239915
1974 August,1.209619,1.757184,1.564057,0.205275,4.736135,0.137654,0.253175,0.002163,Not Available,Not Available,0.130763,0.386101,5.259889
1974 September,1.227477,1.723392,1.46907,0.194217,4.614156,0.12288,0.225274,0.001999,Not Available,Not Available,0.126637,0.35391,5.090946
1974 October,1.41053,1.734656,1.548304,0.206563,4.900053,0.121248,0.210955,0.00203,Not Available,Not Available,0.130718,0.343703,5.365003
1974 November,0.791646,1.697792,1.490971,0.200829,4.181238,0.122819,0.222713,0.002414,Not Available,Not Available,0.126506,0.351633,4.65569
1974 December,0.940784,1.757184,1.533068,0.204559,4.435595,0.148309,0.243428,0.00254,Not Available,Not Available,0.130674,0.376642,4.960546
1975 January,1.275523,1.737742,1.520203,0.19817,4.731639,0.153503,0.263371,0.002117,Not Available,Not Available,0.127269,0.392756,5.277898
1975 February,1.198498,1.607054,1.395202,0.180795,4.381549,0.140232,0.251317,0.002019,Not Available,Not Available,0.114942,0.368278,4.890059
1975 March,1.216907,1.697923,1.527123,0.201627,4.643579,0.163893,0.293961,0.002277,Not Available,Not Available,0.127251,0.42349,5.230962
1975 April,1.237491,1.632579,1.471448,0.192447,4.533965,0.146773,0.279947,0.002281,Not Available,Not Available,0.123139,0.405368,5.086106
1975 May,1.292673,1.649936,1.506504,0.195436,4.644549,0.15158,0.291504,0.002475,Not Available,Not Available,0.127303,0.421283,5.217412
1975 June,1.298947,1.595823,1.465219,0.193757,4.553746,0.140348,0.28531,0.00307,Not Available,Not Available,0.123241,0.411622,5.105715
1975 July,1.062764,1.637684,1.498766,0.19717,4.396385,0.169294,0.268081,0.003091,Not Available,Not Available,0.127288,0.398459,4.964138
1975 August,1.197399,1.637684,1.48313,0.200634,4.518846,0.174883,0.237557,0.003351,Not Available,Not Available,0.127321,0.36823,5.061959
1975 September,1.295192,1.565193,1.440656,0.185566,4.486607,0.158543,0.215793,0.002954,Not Available,Not Available,0.12321,0.341957,4.987107
1975 October,1.39571,1.608075,1.496731,0.199767,4.700282,0.161078,0.238068,0.003406,Not Available,Not Available,0.127312,0.368786,5.230146
1975 November,1.248596,1.580508,1.440349,0.192415,4.461868,0.155988,0.256706,0.00331,Not Available,Not Available,0.12318,0.383196,5.001053
1975 December,1.269616,1.689755,1.483988,0.200159,4.643518,0.183682,0.27299,0.003429,Not Available,Not Available,0.127277,0.403696,5.230896
1976 January,1.213441,1.70952,1.480073,0.191487,4.59452,0.177844,0.273323,0.003403,Not Available,Not Available,0.145049,0.421775,5.19414
1976 February,1.239038,1.60752,1.384489,0.185392,4.416439,0.158824,0.257277,0.0032,Not Available,Not Available,0.135695,0.396173,4.971436
1976 March,1.40428,1.67382,1.480148,0.195131,4.753379,0.15458,0.278567,0.003426,Not Available,Not Available,0.145051,0.427044,5.335003
1976 April,1.363644,1.58508,1.405398,0.18893,4.543052,0.121316,0.253482,0.003086,Not Available,Not Available,0.140363,0.396931,5.061299
1976 May,1.336766,1.63302,1.460788,0.191803,4.622377,0.131784,0.267732,0.002949,Not Available,Not Available,0.145047,0.415728,5.169888
1976 June,1.377928,1.6014,1.408431,0.187703,4.575462,0.174072,0.268088,0.003063,Not Available,Not Available,0.140405,0.411555,5.16109
1976 July,1.024087,1.63608,1.461264,0.192278,4.313708,0.195628,0.273026,0.003311,Not Available,Not Available,0.145088,0.421425,4.930762
1976 August,1.239015,1.59732,1.458288,0.192831,4.487455,0.202851,0.249759,0.00326,Not Available,Not Available,0.14511,0.398129,5.088436
1976 September,1.39756,1.52796,1.418036,0.187333,4.530889,0.191006,0.213376,0.003173,Not Available,Not Available,0.140436,0.356984,5.07888
1976 October,1.357336,1.60038,1.44978,0.193373,4.600868,0.191723,0.22099,0.003082,Not Available,Not Available,0.145114,0.369186,5.161777
1976 November,1.354684,1.59732,1.40585,0.189464,4.547319,0.178235,0.208138,0.002597,Not Available,Not Available,0.140651,0.351386,5.07694
1976 December,1.345908,1.71156,1.449298,0.19199,4.698756,0.233256,0.212507,0.002963,Not Available,Not Available,0.145364,0.360834,5.292846
1977 January,1.018424,1.699965,1.412172,0.185924,4.316486,0.238556,0.219069,0.003232,Not Available,Not Available,0.15622,0.378521,4.933563
1977 February,1.122619,1.635642,1.321762,0.172248,4.252271,0.211078,0.160329,0.002823,Not Available,Not Available,0.141176,0.304328,4.767677
1977 March,1.519874,1.711196,1.454512,0.202492,4.888075,0.222619,0.209549,0.0032,Not Available,Not Available,0.156217,0.368966,5.479659
1977 April,1.380722,1.606033,1.417213,0.193225,4.597192,0.213943,0.197287,0.002854,Not Available,Not Available,0.151161,0.351301,5.162437
1977 May,1.423046,1.652999,1.451839,0.194436,4.72232,0.221834,0.197656,0.003081,Not Available,Not Available,0.156186,0.356923,5.301077
1977 June,1.436582,1.611138,1.409736,0.187709,4.645165,0.23172,0.182303,0.003029,Not Available,Not Available,0.151153,0.336485,5.213369
1977 July,1.131161,1.635642,1.457215,0.193105,4.417123,0.235032,0.177779,0.003204,Not Available,Not Available,0.15592,0.336903,4.989057
1977 August,1.315823,1.607054,1.493558,0.191119,4.607554,0.244991,0.176863,0.002937,Not Available,Not Available,0.156081,0.335881,5.188426
1977 September,1.581361,1.56213,1.475474,0.18412,4.803085,0.211395,0.173821,0.003144,Not Available,Not Available,0.15111,0.328075,5.342555
1977 October,1.542177,1.590718,1.541501,0.195904,4.8703,0.205053,0.181908,0.003288,Not Available,Not Available,0.156172,0.341368,5.416721
1977 November,1.570311,1.569277,1.492792,0.188986,4.821366,0.209548,0.215864,0.003303,Not Available,Not Available,0.151,0.370168,5.401081
1977 December,0.712642,1.686692,1.525963,0.196384,4.12168,0.255994,0.240826,0.003288,Not Available,Not Available,0.155935,0.400048,4.777722
1978 January,0.526477,1.700711,1.50307,0.185722,3.91598,0.282638,0.262529,0.003326,Not Available,Not Available,0.173128,0.438983,4.637601
1978 February,0.538357,1.609001,1.360355,0.168351,3.676065,0.238869,0.232625,0.002854,Not Available,Not Available,0.156387,0.391866,4.3068
1978 March,0.889942,1.704787,1.567879,0.189763,4.352372,0.245611,0.257965,0.002359,Not Available,Not Available,0.173136,0.433459,5.031442
1978 April,1.357373,1.627343,1.534251,0.186888,4.705855,0.192342,0.265041,0.001989,Not Available,Not Available,0.167349,0.434379,5.332575
1978 May,1.566637,1.623267,1.586781,0.182581,4.959267,0.223373,0.301188,0.001772,Not Available,Not Available,0.172923,0.475883,5.658523
1978 June,1.493086,1.583526,1.536849,0.182839,4.7963,0.242728,0.263109,0.002179,Not Available,Not Available,0.16734,0.432628,5.471656
1978 July,1.220436,1.651799,1.574364,0.185918,4.632517,0.273603,0.256107,0.002441,Not Available,Not Available,0.172912,0.431461,5.337581
1978 August,1.464208,1.617153,1.574712,0.185707,4.841779,0.280082,0.232357,0.002871,Not Available,Not Available,0.173189,0.408417,5.530277
1978 September,1.316859,1.537671,1.531258,0.178528,4.564316,0.242769,0.221801,0.003031,Not Available,Not Available,0.167455,0.392287,5.199372
1978 October,1.594759,1.594735,1.585836,0.183782,4.959112,0.251605,0.204012,0.002254,Not Available,Not Available,0.173169,0.379436,5.590153
1978 November,1.583079,1.567222,1.520951,0.184968,4.85622,0.272438,0.208974,0.002547,Not Available,Not Available,0.167557,0.379078,5.507736
1978 December,1.358596,1.668103,1.557346,0.186911,4.770957,0.278067,0.231275,0.003228,Not Available,Not Available,0.17306,0.407564,5.456588
1979 January,1.297706,1.737742,1.523753,0.183225,4.742426,0.302351,0.262096,0.003099,Not Available,Not Available,0.1826,0.447796,5.492573
1979 February,1.230704,1.624411,1.384518,0.168812,4.408445,0.281883,0.222855,0.002535,Not Available,Not Available,0.165096,0.390487,5.080815
1979 March,1.499366,1.721406,1.546483,0.185291,4.952546,0.264739,0.271516,0.003402,Not Available,Not Available,0.182881,0.457799,5.675084
1979 April,1.435641,1.660146,1.488239,0.186635,4.770662,0.200369,0.265941,0.003146,Not Available,Not Available,0.176844,0.445932,5.416962
1979 May,1.560284,1.682608,1.54646,0.187917,4.977269,0.163455,0.303134,0.003164,Not Available,Not Available,0.182782,0.48908,5.629804
1979 June,1.587453,1.611138,1.467104,0.182066,4.847761,0.174776,0.261646,0.003204,Not Available,Not Available,0.176833,0.441683,5.464221
1979 July,1.203422,1.629516,1.503812,0.187295,4.524046,0.226552,0.238414,0.003398,Not Available,Not Available,0.1827,0.424513,5.175111
1979 August,1.608066,1.656062,1.53689,0.188612,4.98963,0.263316,0.222695,0.003707,Not Available,Not Available,0.182808,0.40921,5.662156
1979 September,1.450304,1.60297,1.483019,0.181278,4.717572,0.237204,0.198794,0.003217,Not Available,Not Available,0.176891,0.378903,5.333679
1979 October,1.764054,1.672398,1.550085,0.192397,5.178934,0.227745,0.211243,0.003607,Not Available,Not Available,0.182752,0.397602,5.804281
1979 November,1.538234,1.690776,1.524344,0.194166,4.94752,0.209477,0.234286,0.003505,Not Available,Not Available,0.176949,0.41474,5.571737
1979 December,1.36435,1.787771,1.54889,0.194629,4.89564,0.223959,0.238063,0.004275,Not Available,Not Available,0.18277,0.425109,5.544708
1980 January,1.55995,1.796526,1.559852,0.197443,5.11377,0.215389,0.265618,0.003495,Not Available,Not Available,0.209829,0.478943,5.808102
1980 February,1.469214,1.685718,1.4641,0.185557,4.804588,0.210277,0.224631,0.003357,Not Available,Not Available,0.19631,0.424298,5.439163
1980 March,1.590411,1.80576,1.56397,0.187798,5.14794,0.218584,0.255676,0.003731,Not Available,Not Available,0.209727,0.469134,5.835658
1980 April,1.561384,1.647756,1.511138,0.188965,4.909243,0.205,0.270552,0.003909,Not Available,Not Available,0.202894,0.477356,5.591598
1980 May,1.592429,1.67238,1.552567,0.193486,5.010862,0.200541,0.303305,0.004603,Not Available,Not Available,0.209548,0.517456,5.728859
1980 June,1.599041,1.56465,1.48839,0.180994,4.833075,0.199859,0.290604,0.004441,Not Available,Not Available,0.202723,0.497768,5.530702
1980 July,1.373703,1.594404,1.536791,0.182493,4.687391,0.229329,0.257106,0.00467,Not Available,Not Available,0.209554,0.471331,5.388052
1980 August,1.533164,1.55439,1.512878,0.182002,4.782434,0.265424,0.214693,0.004991,Not Available,Not Available,0.209675,0.429358,5.477215
1980 September,1.542645,1.557468,1.499747,0.175673,4.775533,0.257127,0.194301,0.004506,Not Available,Not Available,0.202905,0.401712,5.434372
1980 October,1.62038,1.62621,1.534036,0.181558,4.962184,0.267351,0.18773,0.005117,Not Available,Not Available,0.209717,0.402564,5.632099
1980 November,1.538902,1.629288,1.478142,0.182052,4.828384,0.228892,0.201929,0.005002,Not Available,Not Available,0.202945,0.409876,5.467152
1980 December,1.616503,1.773954,1.547307,0.186821,5.124584,0.241396,0.233998,0.004877,Not Available,Not Available,0.209671,0.448546,5.814526
1981 January,1.4707,1.729468,1.535469,0.19765,4.933286,0.26228,0.236553,0.005284,Not Available,Not Available,0.220544,0.462381,5.657948
1981 February,1.582039,1.552824,1.397301,0.178708,4.710872,0.238196,0.223123,0.004671,Not Available,Not Available,0.199248,0.427043,5.37611
1981 March,1.745958,1.713036,1.548617,0.194292,5.201903,0.242709,0.217976,0.005237,Not Available,Not Available,0.220595,0.443808,5.88842
1981 April,0.808732,1.652443,1.488906,0.185118,4.135199,0.227726,0.219717,0.004836,Not Available,Not Available,0.213467,0.43802,4.800945
1981 May,0.849935,1.676064,1.528538,0.190675,4.245212,0.217546,0.2552,0.004791,Not Available,Not Available,0.220433,0.480423,4.943181
1981 June,1.373169,1.613417,1.501382,0.184547,4.672515,0.233457,0.278976,0.004782,Not Available,Not Available,0.213237,0.496995,5.402967
1981 July,1.652487,1.641146,1.528288,0.185179,5.007101,0.254569,0.265656,0.005256,Not Available,Not Available,0.220392,0.491304,5.752973
1981 August,1.757469,1.683253,1.5432,0.193186,5.177108,0.297219,0.228409,0.005191,Not Available,Not Available,0.220428,0.454028,5.928355
1981 September,1.82301,1.556932,1.497096,0.186682,5.06372,0.269115,0.188516,0.005224,Not Available,Not Available,0.21348,0.40722,5.740055
1981 October,1.901556,1.621633,1.53961,0.191268,5.254067,0.226731,0.191231,0.005153,Not Available,Not Available,0.220581,0.416966,5.897764
1981 November,1.70828,1.563094,1.493958,0.188733,4.954065,0.251301,0.200541,0.004498,Not Available,Not Available,0.213437,0.418476,5.623842
1981 December,1.703439,1.695577,1.543653,0.190247,5.132915,0.286743,0.252071,0.004513,Not Available,Not Available,0.22044,0.477024,5.896682
1982 January,1.493082,1.709564,1.529999,0.185748,4.918393,0.284331,0.284215,0.003975,Not Available,Not Available,0.226251,0.51444,5.717164
1982 February,1.582727,1.566672,1.413234,0.166183,4.728817,0.223538,0.281593,0.003656,Not Available,Not Available,0.204375,0.489624,5.441978
1982 March,1.866808,1.657136,1.558385,0.185034,5.267363,0.251971,0.315347,0.00322,Not Available,Not Available,0.226157,0.544724,6.064058
1982 April,1.636501,1.563588,1.49488,0.17564,4.87061,0.241222,0.295061,0.003247,Not Available,Not Available,0.218821,0.517128,5.62896
1982 May,1.581793,1.534804,1.561279,0.178741,4.856617,0.239606,0.295887,0.003773,Not Available,Not Available,0.226135,0.525795,5.622018
1982 June,1.594981,1.488544,1.504421,0.172109,4.760056,0.26604,0.295552,0.004556,Not Available,Not Available,0.218866,0.518974,5.54507
1982 July,1.346238,1.509104,1.556708,0.178096,4.590146,0.281997,0.288273,0.004792,Not Available,Not Available,0.226202,0.519267,5.39141
1982 August,1.621179,1.476208,1.552329,0.179484,4.8292,0.276671,0.252259,0.004776,Not Available,Not Available,0.226168,0.483203,5.589074
1982 September,1.511162,1.415556,1.513962,0.172986,4.613666,0.281149,0.210219,0.004581,Not Available,Not Available,0.218947,0.433748,5.328563
1982 October,1.575678,1.44434,1.564521,0.180165,4.764703,0.257422,0.208623,0.004877,Not Available,Not Available,0.226373,0.439874,5.461999
1982 November,1.424519,1.45976,1.513324,0.183281,4.580885,0.257281,0.245861,0.005122,Not Available,Not Available,0.218948,0.46993,5.308096
1982 December,1.404082,1.493684,1.545903,0.191735,4.635404,0.269921,0.292668,0.004053,Not Available,Not Available,0.22621,0.52293,5.428255
1983 January,1.383344,1.571403,1.563703,0.183864,4.702314,0.273422,0.310615,0.005087,Not Available,0.000002,0.246575,0.562279,5.538015
1983 February,1.337542,1.363498,1.422375,0.165633,4.289048,0.242067,0.296625,0.003913,Not Available,0,0.222738,0.523276,5.05439
1983 March,1.519295,1.402675,1.564295,0.179324,4.665589,0.260523,0.32173,0.00451,Not Available,0.000003,0.24661,0.572853,5.498964
1983 April,1.36363,1.374733,1.52696,0.169598,4.434922,0.243561,0.318603,0.004227,Not Available,0.000002,0.238625,0.561458,5.23994
1983 May,1.393885,1.371321,1.551935,0.173808,4.490949,0.240465,0.331656,0.003434,Not Available,0.000003,0.246647,0.581741,5.313155
1983 June,1.362747,1.328297,1.508081,0.171513,4.370639,0.263376,0.326237,0.004518,Not Available,0.000002,0.238736,0.569493,5.203508
1983 July,1.217557,1.376296,1.552759,0.179113,4.325726,0.279191,0.298715,0.005627,Not Available,0.000001,0.246651,0.550993,5.155909
1983 August,1.616213,1.352142,1.560507,0.18178,4.710642,0.285725,0.274189,0.007404,Not Available,0,0.246695,0.528288,5.524655
1983 September,1.55052,1.287393,1.528474,0.180458,4.546845,0.272705,0.23065,0.006764,Not Available,0.000004,0.238755,0.476173,5.295724
1983 October,1.582319,1.353075,1.576962,0.186665,4.699021,0.281314,0.220423,0.007091,Not Available,0.000005,0.246732,0.474251,5.454585
1983 November,1.51462,1.349385,1.526044,0.184802,4.57485,0.272735,0.26194,0.006311,Not Available,0.000004,0.23878,0.507035,5.354621
1983 December,1.404999,1.46317,1.509699,0.179759,4.557628,0.287465,0.335876,0.005025,Not Available,0.000001,0.246871,0.587773,5.432865
